,WHO Region,WHO Country Name,Measurement Year,PM2.5 (μg/m3),PM10 (μg/m3),NO2 (μg/m3)
362,European Region,Romania,2018,2056.4477294977523,2370.9530318081943,1853.90483698363
363,European Region,Romania,2019,1763.2563997854206,2032.0373961218834,1648.2883385480425
364,European Region,Russian Federation,2016,14.0,28.0,20.617833854804335
365,European Region,Russian Federation,2017,22.96522161872192,19.73,20.617833854804335
366,European Region,Serbia,2010,229.65221618721924,311.27721272327824,217.43
367,European Region,Serbia,2013,321.51310266210686,454.05151590409776,335.68999999999994
368,European Region,Serbia,2014,206.6869945684973,286.63575795204883,215.6278338548043
369,European Region,Serbia,2015,229.65221618721924,301.6972127232782,193.50566770960867
370,European Region,Serbia,2016,160.46132971233155,211.9986063616391,142.44566770960867
371,European Region,Serbia,2017,114.8261080936096,219.4171515904098,141.03783385480435
372,European Region,Serbia,2018,183.72177294977539,286.30860636163914,190.5878338548043
373,European Region,Serbia,2019,229.65221618721924,361.0743031808195,239.00783385480437
374,European Region,Slovakia,2010,570.8613297123314,880.99,618.3153416768694
375,European Region,Slovakia,2014,448.9565513310534,605.018606361639,440.4175078220652
376,European Region,Slovakia,2015,241.12088647488767,344.4657579520489,265.340504693239
377,European Region,Slovakia,2016,440.8131026621068,573.5715159040976,428.06916927402165
378,European Region,Slovakia,2017,582.9456648561658,807.7414547712294,605.7583385480433
379,European Region,Slovakia,2018,581.0308864748878,813.4986063616392,585.8683385480433
380,European Region,Slovakia,2019,512.9008864748876,723.7186063616392,559.8083385480435
381,European Region,Slovenia,2010,285.74221618721924,374.63430318081953,279.87916927402176
382,European Region,Slovenia,2013,304.0474378059411,349.31000000000006,292.2991692740217
383,European Region,Slovenia,2014,297.81743780594115,313.53000000000003,274.2191692740217
384,European Region,Slovenia,2015,305.5474378059411,362.96,289.85916927402167
385,European Region,Slovenia,2016,304.7674378059411,331.90999999999997,277.2791692740216
386,European Region,Slovenia,2017,302.2074378059411,344.5900000000001,304.5491692740218
387,European Region,Slovenia,2018,291.1222161872192,336.45000000000005,271.0991692740217
388,European Region,Slovenia,2019,279.4622161872192,288.74999999999994,273.0991692740217
389,European Region,Spain,2010,6379.370183061791,7643.806491546463,5750.4618401124535
390,European Region,Spain,2011,115.13000000000001,273.57436431368797,185.560504693239
391,European Region,Spain,2012,1006.7888647488761,908.9157579520487,969.0381911758033
392,European Region,Spain,2013,5855.035307449903,6725.473704269744,4898.3101786605
393,European Region,Spain,2014,5784.279199356287,6737.77079472729,4762.629673967262
394,European Region,Spain,2015,5786.707869643958,7052.596491546466,5160.935341676868
395,European Region,Spain,2016,5718.99309126268,6732.046491546467,4840.155341676867
396,European Region,Spain,2017,5724.281761550346,7032.6021883656485,5049.394006257647
397,European Region,Spain,2018,5684.161761550347,6594.310794727283,4488.161840112456
398,European Region,Spain,2019,5665.846539931626,6707.67503677524,4450.3753416768695
399,European Region,Sweden,2010,526.3144323744383,539.6214547712294,593.8261724028476
400,European Region,Sweden,2013,760.3970917991011,795.1758190849174,663.450504693239
401,European Region,Sweden,2014,868.4627566552666,971.841577036966,717.7605046932389
402,European Region,Sweden,2015,853.632313417823,1015.5058802177851,758.9918401124564
403,European Region,Sweden,2016,1007.0536431301543,1073.434425446556,932.3618401124561
404,European Region,Sweden,2017,996.0836431301543,1092.6415770369663,910.2961724028477
405,European Region,Sweden,2018,922.0827566552668,1150.2587286273758,840.3770031288261
406,European Region,Sweden,2019,927.9679782739887,1060.8601222657364,851.3940062576521
407,European Region,Switzerland,2010,482.26965399316015,369.00999999999993,439.12000000000006
408,European Region,Switzerland,2011,2083.243837591362,2077.1129706753272,2341.2791692740225
409,European Region,Switzerland,2012,2043.6786159726398,1810.3658190849185,2235.919169274023
410,European Region,Switzerland,2013,2570.9830483470782,2256.018667494508,2854.859169274021
411,European Region,Switzerland,2014,1918.0177294977523,1454.847212723278,2060.3835015644127
412,European Region,Switzerland,2015,2307.475610541137,1927.1915159040966,2574.331335419218
413,European Region,Switzerland,2016,2207.4847240662493,1652.7543643136885,2346.0791692740218
414,European Region,Switzerland,2017,2193.1581727351963,1670.735757952049,2444.121335419218
415,European Region,Switzerland,2018,2081.1359565479775,1688.3357579520493,2226.3191692740206
416,European Region,Switzerland,2019,1567.7045296050414,1454.6057579520498,2030.3335015644122
417,European Region,Tajikistan,2019,71.52,30.397151590409777,20.617833854804335
418,European Region,Turkey,2010,1745.3568430228647,5474.119999999996,1566.9553729651282
419,European Region,Turkey,2015,2135.765610541137,5135.850061132869,2217.5213667074763
420,European Region,Turkey,2016,2274.283394353918,4840.728667494507,2605.14952659502
421,European Region,Turkey,2017,2331.39861597264,4869.507212723276,2556.4616927402153
422,European Region,Turkey,2018,2571.5647240662497,5247.665819084917,2737.1938588854123
423,European Region,Turkey,2019,2638.5911781666996,5194.4086674945065,3028.4016927402145
424,European Region,Turkmenistan,2019,22.08,30.397151590409777,20.617833854804335
425,European Region,Ukraine,2018,22.82,37.84,20.617833854804335
426,European Region,Ukraine,2019,23.36,31.19,20.617833854804335
427,European Region,United Kingdom,2010,1283.0370917991006,1866.3189120259808,2121.521335419218
428,European Region,United Kingdom,2013,1529.7484215114325,2291.451882701309,2194.129169274022
429,European Region,United Kingdom,2014,1473.498421511432,2096.7218215684393,2087.694836983631
430,European Region,United Kingdom,2015,1483.0688647488762,2275.8147311108987,2224.0148369836297
431,European Region,United Kingdom,2016,1529.8097512237632,2331.9961858821284,2393.6526708384345
432,European Region,United Kingdom,2017,1536.7501944612081,2283.539034291718,2247.1256677096103
433,European Region,United Kingdom,2018,1709.061080936095,2568.6219438341786,2328.519169274022
434,European Region,United Kingdom,2019,1733.3810809360943,2570.2533374725394,2401.6313354192175
435,European Region,Uzbekistan,2018,43.09,30.397151590409777,20.617833854804335
436,European Region,Uzbekistan,2019,41.96,30.397151590409777,20.617833854804335
437,Region of the Americas,Argentina,2014,10.11,30.397151590409777,20.617833854804335
438,Region of the Americas,Argentina,2015,10.26,27.87,20.617833854804335
439,Region of the Americas,Argentina,2016,22.96522161872192,26.88,15.35
440,Region of the Americas,Argentina,2017,22.96522161872192,25.4,19.57
441,Region of the Americas,Argentina,2018,22.96522161872192,24.4,16.6
442,Region of the Americas,Argentina,2019,22.96522161872192,25.5,18.25
443,Region of the Americas,Bahamas,2018,5.23,5.81,20.617833854804335
444,Region of the Americas,Bahamas,2019,4.06,4.49,20.617833854804335
445,Region of the Americas,Bolivia (Plurinational State of),2013,22.96522161872192,82.0,20.617833854804335
446,Region of the Americas,Bolivia (Plurinational State of),2014,22.96522161872192,59.52,20.617833854804335
447,Region of the Americas,Brazil,2010,1083.7649728424858,1693.7599999999998,1099.6566770960865
448,Region of the Americas,Brazil,2011,1295.3867457922609,2143.16,1333.8701786604993
449,Region of the Americas,Brazil,2012,1454.4532971233143,2314.9271515904093,1527.330178660499
450,Region of the Americas,Brazil,2013,1323.5358593173733,2198.954303180819,1401.112344805695
451,Region of the Americas,Brazil,2014,1465.4915241735391,2360.00430318082,1476.7550156441293
452,Region of the Americas,Brazil,2015,1228.7501944612077,1870.3414547712293,1249.7680125153038
453,Region of the Americas,Brazil,2016,759.5914269429353,1091.0443031808195,778.2461724028477
454,Region of the Americas,Brazil,2018,825.9666485616572,1057.0286063616388,706.8926708384346
455,Region of the Americas,Brazil,2019,919.6875350365449,1132.8557579520489,769.3761724028479
456,Region of the Americas,Canada,2013,1108.7383242808285,3240.460794727295,2597.8470657053435
457,Region of the Americas,Canada,2015,1125.2308864748875,4250.6725551628715,2196.9203573209984
458,Region of the Americas,Canada,2016,1224.007881043385,4739.814132199834,2253.123354192173
459,Region of the Americas,Canada,2017,1381.2426594246629,5013.388496513519,2348.761188046977
460,Region of the Americas,Canada,2018,1536.242659424663,5153.6471028751575,2409.1698526277596
461,Region of the Americas,Canada,2019,1270.3526594246628,5145.441406055977,2369.8055203373683
462,Region of the Americas,Chile,2010,307.18522161872187,765.6600000000001,254.87783385480435
463,Region of the Americas,Chile,2011,311.42522161872193,832.0200000000001,258.87783385480435
464,Region of the Americas,Chile,2012,276.33,712.7700000000001,226.79617240284767
465,Region of the Americas,Chile,2013,692.4961080936096,1488.32,475.2201786604999
466,Region of the Americas,Chile,2014,1003.6565513310534,1941.5757579520484,758.802018772956
467,Region of the Americas,Chile,2015,1087.9961080936093,2194.5729095424585,845.7233541921731
468,Region of the Americas,Chile,2016,1073.5261080936098,1964.9772127232784,813.4698526277601
469,Region of the Americas,Chile,2018,15.0,38.0,20.617833854804335
470,Region of the Americas,Chile,2019,772.9956648561658,1489.2386674945074,778.9771817893258
471,Region of the Americas,Colombia,2010,147.1561080936096,305.0,159.183501564413
472,Region of the Americas,Colombia,2011,205.75655133105346,366.4,197.4248369836303
473,Region of the Americas,Colombia,2012,235.25655133105346,449.4,210.94267083843468
474,Region of the Americas,Colombia,2013,227.19132971233157,412.38,220.907003128826
475,Region of the Americas,Colombia,2014,398.79743780594106,742.09,392.52967396726075
476,Region of the Americas,Colombia,2015,247.14132971233155,464.05,228.80700312882598
477,Region of the Americas,Colombia,2016,33.31,71.75715159040978,33.71783385480433
478,Region of the Americas,Colombia,2017,15.21,30.397151590409777,20.617833854804335
479,Region of the Americas,Colombia,2018,281.3852216187219,567.2572127232783,329.8853416768694
480,Region of the Americas,Colombia,2019,196.05522161872193,380.5572127232782,226.79617240284767
481,Region of the Americas,Costa Rica,2013,150.8261080936096,213.39715159040978,144.32483698363035
482,Region of the Americas,Costa Rica,2015,24.0,30.397151590409777,20.617833854804335
483,Region of the Americas,Costa Rica,2017,22.96522161872192,24.0,20.617833854804335
484,Region of the Americas,Costa Rica,2018,113.89566485616575,117.75,123.18133541921733
485,Region of the Americas,Costa Rica,2019,7.4,30.397151590409777,20.617833854804335
486,Region of the Americas,Cuba,2015,34.8,30.397151590409777,20.617833854804335
487,Region of the Americas,Ecuador,2010,42.23522161872192,79.72999999999999,41.08
488,Region of the Americas,Ecuador,2011,40.78522161872192,68.16,37.06
489,Region of the Americas,Ecuador,2012,202.1517729497754,327.84000000000003,183.5848369836303
490,Region of the Americas,Ecuador,2013,41.415221618721915,68.5,42.870000000000005
491,Region of the Americas,Ecuador,2014,40.28522161872192,92.89,45.79
492,Region of the Americas,Ecuador,2015,40.23522161872192,77.45,44.84
493,Region of the Americas,Ecuador,2016,28.14,81.5,41.480000000000004
494,Region of the Americas,Ecuador,2017,28.03,86.75,38.79
495,Region of the Americas,Ecuador,2018,19.84,33.22,24.09
496,Region of the Americas,El Salvador,2010,29.75,30.397151590409777,20.617833854804335
497,Region of the Americas,El Salvador,2011,33.3,30.397151590409777,20.617833854804335
498,Region of the Americas,El Salvador,2012,44.6,30.397151590409777,20.617833854804335
499,Region of the Americas,El Salvador,2013,43.9,30.397151590409777,20.617833854804335
500,Region of the Americas,El Salvador,2014,41.8,30.397151590409777,20.617833854804335
501,Region of the Americas,El Salvador,2015,27.8,30.397151590409777,20.617833854804335
502,Region of the Americas,El Salvador,2016,27.1,30.397151590409777,20.617833854804335
503,Region of the Americas,El Salvador,2018,29.0,30.397151590409777,20.617833854804335
504,Region of the Americas,Guatemala,2011,22.96522161872192,61.25,31.75
505,Region of the Americas,Guatemala,2012,22.96522161872192,45.0,29.25
506,Region of the Americas,Guatemala,2013,63.84522161872192,112.25,55.36783385480433
507,Region of the Americas,Guatemala,2014,35.17,46.75,41.67
508,Region of the Americas,Guatemala,2019,14.0,30.397151590409777,20.617833854804335
509,Region of the Americas,Honduras,2013,36.0,58.5,20.617833854804335
510,Region of the Americas,Honduras,2014,22.96522161872192,43.0,20.617833854804335
511,Region of the Americas,Honduras,2015,22.96522161872192,31.5,20.617833854804335
512,Region of the Americas,Honduras,2016,22.96522161872192,40.0,20.617833854804335
513,Region of the Americas,Jamaica,2012,137.79132971233153,227.11,123.707003128826
514,Region of the Americas,Jamaica,2014,45.93044323744384,76.37,41.23566770960867
515,Region of the Americas,Jamaica,2015,45.93044323744384,82.93,41.23566770960867
516,Region of the Americas,Mexico,2010,342.46177294977537,727.9814547712294,369.32267083843476
517,Region of the Americas,Mexico,2011,589.7131026621067,1332.0943031808195,551.3175078220651
518,Region of the Americas,Mexico,2012,446.4317729497752,937.3943031808195,455.9126708384348
519,Region of the Americas,Mexico,2013,556.112659424663,1131.2514547712292,526.6505046932391
520,Region of the Americas,Mexico,2014,460.2669945684972,872.2443031808194,462.0448369836304
521,Region of the Americas,Mexico,2015,646.827437805941,1141.6914547712292,598.5296739672606
522,Region of the Americas,Mexico,2016,587.0426594246629,1115.9343031808196,571.7596739672608
523,Region of the Americas,Mexico,2017,582.6174378059411,1196.0614547712291,536.0636802249129
524,Region of the Americas,Mexico,2018,940.0692107557162,1909.9301222657366,1537.5901786604993
525,Region of the Americas,Panama,2013,14.0,31.1,20.617833854804335
526,Region of the Americas,Paraguay,2010,18.4,30.397151590409777,20.617833854804335
527,Region of the Americas,Peru,2010,168.21044323744385,409.34,117.80566770960867
528,Region of the Americas,Peru,2011,190.18044323744382,353.04,92.33566770960867
529,Region of the Americas,Peru,2012,167.41044323744381,364.52,99.62566770960868
530,Region of the Americas,Peru,2013,321.9561080936096,718.75,220.92916927402166
531,Region of the Americas,Peru,2014,358.32655133105334,942.4200000000001,245.897003128826
532,Region of the Americas,Peru,2015,325.30655133105336,974.82,226.883501564413
533,Region of the Americas,Peru,2016,325.7565513310534,1031.8100000000002,331.557003128826
534,Region of the Americas,Peru,2017,139.95522161872194,395.26,136.22133541921735
535,Region of the Americas,Peru,2018,152.91522161872192,431.11999999999995,118.323501564413
536,Region of the Americas,Peru,2019,30.14,30.397151590409777,20.617833854804335
537,Region of the Americas,Trinidad and Tobago,2016,11.9,25.2,13.3
538,Region of the Americas,Trinidad and Tobago,2017,37.665221618721915,53.150000000000006,16.0
539,Region of the Americas,Trinidad and Tobago,2018,35.36522161872192,46.1,13.100000000000001
540,Region of the Americas,Trinidad and Tobago,2019,35.8,85.5,45.417833854804336
541,Region of the Americas,United States of America,2010,3287.090042915574,4679.5378851848345,3490.3750469323895
542,Region of the Americas,United States of America,2011,3222.9895996781315,4532.503582004015,3370.988043803564
543,Region of the Americas,United States of America,2012,3272.5909293904624,4457.0906113286865,3199.0245422391495
544,Region of the Americas,United States of America,2013,3354.296594246629,4528.943520871147,3254.145877658367
545,Region of the Americas,United States of America,2014,3166.0400429155743,4273.100611328688,3096.274542239148
546,Region of the Americas,United States of America,2015,2854.7069402534676,3935.9477017862305,2812.4640375459103
547,Region of the Americas,United States of America,2016,2939.0787132032438,4052.3377629191,2891.7380438035625
548,Region of the Americas,United States of America,2017,3369.9961510091834,4565.867824051968,3332.526056318865
549,Region of the Americas,United States of America,2018,3188.7800429155745,4337.359217690327,2990.71371151317
550,Region of the Americas,United States of America,2019,2782.6178267283562,3698.746247015001,2616.27403754591
551,Region of the Americas,Uruguay,2014,8.0,25.83,20.617833854804335
552,Region of the Americas,Uruguay,2018,12.0,19.0,20.617833854804335
553,Region of the Americas,Venezuela (Bolivarian Republic of),2011,57.96522161872192,79.39715159040978,41.23566770960867
554,Region of the Americas,Venezuela (Bolivarian Republic of),2012,22.96522161872192,45.0,20.617833854804335
555,South East Asia Region,Bangladesh,2010,370.6,693.6,82.47133541921734
556,South East Asia Region,Bangladesh,2011,405.9,557.0,82.47133541921734
557,South East Asia Region,Bangladesh,2012,403.9,672.2,82.47133541921734
558,South East Asia Region,Bangladesh,2013,609.98,1034.78,228.64000000000001
559,South East Asia Region,Bangladesh,2014,601.2900000000001,1148.1,282.38783385480434
560,South East Asia Region,Bangladesh,2015,594.07,933.4471515904097,301.57783385480434
561,South East Asia Region,Bangladesh,2016,404.78999999999996,652.7571515904099,123.707003128826
562,South East Asia Region,Bangladesh,2017,452.25999999999993,1140.3400000000001,277.89783385480433
563,South East Asia Region,Bangladesh,2018,578.35,1173.55,245.36783385480433
564,South East Asia Region,Bangladesh,2019,86.48,30.397151590409777,20.617833854804335
565,South East Asia Region,Bhutan,2010,22.96522161872192,47.0,20.617833854804335
566,South East Asia Region,Bhutan,2011,91.86088647488768,253.0,82.47133541921734
567,South East Asia Region,Bhutan,2012,91.86088647488768,376.0,82.47133541921734
568,South East Asia Region,Bhutan,2013,91.86088647488768,373.0,82.47133541921734
569,South East Asia Region,Bhutan,2014,91.86088647488768,439.0,82.47133541921734
570,South East Asia Region,Bhutan,2015,45.93044323744384,317.0,41.23566770960867
571,South East Asia Region,India,2010,3697.400680614226,4893.941406055979,3251.990504693239
572,South East Asia Region,India,2011,4248.565999463554,5623.473044225808,3801.48967396726
573,South East Asia Region,India,2012,4593.04432374439,6129.83316649154,4590.777003128826
574,South East Asia Region,India,2013,5075.313977737559,6717.770501480551,4591.865667709609
575,South East Asia Region,India,2014,5236.0705290686155,6930.550562613417,4823.467003128826
576,South East Asia Region,India,2016,7008.92989136998,24565.74575795205,5697.228338548042
577,South East Asia Region,India,2017,8455.59131831293,28329.830061132867,6799.159673967262
578,South East Asia Region,India,2018,10569.756193924828,33526.96454771228,7923.42985262776
579,South East Asia Region,India,2019,10490.455750687383,33440.498850893084,8093.132018772954
580,South East Asia Region,Indonesia,2011,17.0,30.397151590409777,20.617833854804335
581,South East Asia Region,Indonesia,2014,33.0,30.397151590409777,20.617833854804335
582,South East Asia Region,Indonesia,2015,62.97,60.794303180819554,41.23566770960867
583,South East Asia Region,Indonesia,2016,127.95000000000002,91.19145477122933,61.85350156441301
584,South East Asia Region,Indonesia,2017,60.120000000000005,60.794303180819554,41.23566770960867
585,South East Asia Region,Indonesia,2018,82.5,60.794303180819554,41.23566770960867
586,South East Asia Region,Indonesia,2019,46.35,30.397151590409777,20.617833854804335
587,South East Asia Region,Maldives,2011,22.96522161872192,20.0,20.617833854804335
588,South East Asia Region,Myanmar,2012,91.86088647488768,422.0,82.47133541921734
589,South East Asia Region,Myanmar,2013,137.79132971233153,496.5,123.707003128826
590,South East Asia Region,Myanmar,2014,45.93044323744384,96.84,41.23566770960867
591,South East Asia Region,Myanmar,2015,45.93044323744384,109.6,12.2
592,South East Asia Region,Myanmar,2016,45.93044323744384,91.28999999999999,15.06
593,South East Asia Region,Myanmar,2017,45.93044323744384,49.269999999999996,41.23566770960867
594,South East Asia Region,Myanmar,2019,18.08,30.397151590409777,20.617833854804335
595,South East Asia Region,Nepal,2013,49.11,30.397151590409777,20.617833854804335
596,South East Asia Region,Nepal,2016,42.0,64.17,20.617833854804335
597,South East Asia Region,Nepal,2017,157.12,154.78430318081956,82.47133541921734
598,South East Asia Region,Nepal,2018,196.07999999999998,185.70430318081955,82.47133541921734
599,South East Asia Region,Nepal,2019,287.04999999999995,405.60999999999996,226.79617240284767
600,South East Asia Region,Sri Lanka,2011,22.96522161872192,64.0,20.617833854804335
601,South East Asia Region,Sri Lanka,2013,22.96522161872192,64.0,20.617833854804335
602,South East Asia Region,Sri Lanka,2017,31.39,30.397151590409777,20.617833854804335
603,South East Asia Region,Sri Lanka,2018,31.66,30.397151590409777,20.617833854804335
604,South East Asia Region,Sri Lanka,2019,23.58,30.397151590409777,20.617833854804335
605,South East Asia Region,Thailand,2014,597.0957620867697,1164.71,536.0636802249129
606,South East Asia Region,Thailand,2015,50.83522161872192,79.69,40.08783385480433
607,South East Asia Region,Thailand,2016,574.1305404680478,1103.5100000000002,494.7718401124566
608,South East Asia Region,Thailand,2017,528.200097230604,930.98,474.21017866049993
609,South East Asia Region,Thailand,2019,835.2404432374437,1440.8014547712296,689.9105046932391
610,Western Pacific Region,Australia,2010,160.01566485616576,197.56145477122934,185.560504693239
611,Western Pacific Region,Australia,2011,144.44566485616573,188.22145477122933,185.560504693239
612,Western Pacific Region,Australia,2012,207.4608864748877,251.30145477122934,222.10833854804332
613,Western Pacific Region,Australia,2013,372.58177294977537,550.9357579520489,514.4723448056956
614,Western Pacific Region,Australia,2014,463.2378810433848,658.4914547712292,655.0193479345214
615,Western Pacific Region,Australia,2015,441.63788104338494,603.5671515904098,539.6545109508912
616,Western Pacific Region,Australia,2016,396.3674378059411,562.3043031808196,524.6188432412824
617,Western Pacific Region,Australia,2017,67.77044323744383,84.22,64.93566770960867
618,Western Pacific Region,Australia,2018,70.11044323744383,94.96000000000001,62.045667709608665
619,Western Pacific Region,Australia,2019,622.9665513310531,1160.95,1196.0160250306076
620,Western Pacific Region,China,2011,226.60999999999999,91.19145477122933,61.85350156441301
621,Western Pacific Region,China,2012,283.01000000000005,151.98575795204889,103.08916927402167
622,Western Pacific Region,China,2013,701.1152216187219,547.1772127232781,331.707003128826
623,Western Pacific Region,China,2014,11148.950000000004,6665.7989855764545,5554.553416768689
624,Western Pacific Region,China,2015,26969.689999999995,17217.87325245975,12785.082563823653
625,Western Pacific Region,China,2016,25091.690000000013,17377.937555640565,13035.589388291974
626,Western Pacific Region,China,2017,16507.75,11246.946088451661,7628.598526277594
627,Western Pacific Region,China,2018,52491.10999999996,39519.13555162869,26782.56617739161
628,Western Pacific Region,China,2019,37430.509999999944,29582.806981564267,20040.534506870306
629,Western Pacific Region,Fiji,2014,7.03,30.397151590409777,20.617833854804335
630,Western Pacific Region,Fiji,2015,8.1,30.397151590409777,20.617833854804335
631,Western Pacific Region,Japan,2010,149.0,425.5601222657367,288.6496739672607
632,Western Pacific Region,Japan,2011,84.0,151.98575795204889,103.08916927402167
633,Western Pacific Region,Japan,2012,218.38,455.95727385614646,309.26750782206506
634,Western Pacific Region,Japan,2014,222.76000000000002,455.95727385614646,403.37
635,Western Pacific Region,Japan,2018,172.07000000000002,455.95727385614646,294.7
636,Western Pacific Region,Lao People's Democratic Republic,2019,25.77,30.397151590409777,20.617833854804335
637,Western Pacific Region,Malaysia,2010,21.0,30.397151590409777,20.617833854804335
638,Western Pacific Region,Malaysia,2012,15.0,30.397151590409777,20.617833854804335
639,Western Pacific Region,Malaysia,2014,137.79132971233153,184.32,123.707003128826
640,Western Pacific Region,Malaysia,2019,335.47,469.12999999999994,215.52999999999997
641,Western Pacific Region,Mongolia,2010,138.1,225.89430318081955,61.85350156441301
642,Western Pacific Region,Mongolia,2011,132.0,232.0,49.0
643,Western Pacific Region,Mongolia,2012,106.0,253.0,50.0
644,Western Pacific Region,Mongolia,2013,72.06,194.6,57.0
645,Western Pacific Region,Mongolia,2014,64.21,186.5,39.0
646,Western Pacific Region,Mongolia,2015,75.0,141.0,37.0
647,Western Pacific Region,Mongolia,2016,79.02,128.0,20.617833854804335
648,Western Pacific Region,Mongolia,2017,86.0,132.0,20.617833854804335
649,Western Pacific Region,Mongolia,2018,74.0,136.0,20.617833854804335
650,Western Pacific Region,Mongolia,2019,60.0,124.0,20.617833854804335
651,Western Pacific Region,New Zealand,2012,869.3679782739886,642.6,824.7133541921731
652,Western Pacific Region,New Zealand,2014,680.2109837054915,560.2899999999998,647.4471817893258
653,Western Pacific Region,New Zealand,2015,614.010097230604,552.8999999999999,668.4128494989344
654,Western Pacific Region,New Zealand,2016,630.444875611882,617.4914547712293,708.798517208543
655,Western Pacific Region,New Zealand,2017,217.26610809360963,276.1171515904098,290.5418401124564
656,Western Pacific Region,Philippines,2012,183.72177294977539,347.0886063616391,164.94267083843468
657,Western Pacific Region,Philippines,2013,363.5478810433849,584.757212723278,309.26750782206506
658,Western Pacific Region,Philippines,2014,274.72177294977536,432.2129095424586,226.79617240284767
659,Western Pacific Region,Philippines,2015,602.7217729497753,820.774425446556,453.5923448056956
660,Western Pacific Region,Philippines,2016,459.79132971233145,658.1629706753268,371.12100938647814
661,Western Pacific Region,Philippines,2017,425.6522161872191,611.0743643136877,309.26750782206506
662,Western Pacific Region,Philippines,2018,265.6522161872192,475.78006113286835,247.414006257652
663,Western Pacific Region,Republic of Korea,2010,367.44354589955066,794.0,642.9599999999999
664,Western Pacific Region,Republic of Korea,2011,367.44354589955066,766.0,627.92
665,Western Pacific Region,Republic of Korea,2012,367.44354589955066,690.0,607.24
666,Western Pacific Region,Republic of Korea,2013,367.44354589955066,748.0,631.68
667,Western Pacific Region,Republic of Korea,2014,597.0957620867697,1216.0,1054.68
668,Western Pacific Region,Republic of Korea,2015,453.0,793.0,669.28
669,Western Pacific Region,Republic of Korea,2016,426.0,764.0,642.9599999999999
670,Western Pacific Region,Republic of Korea,2017,412.0,738.0,611.0
671,Western Pacific Region,Republic of Korea,2018,384.0,688.0,580.92
672,Western Pacific Region,Republic of Korea,2019,386.0,684.0,552.72
673,Western Pacific Region,Singapore,2010,17.0,30.397151590409777,23.0
674,Western Pacific Region,Singapore,2011,17.0,30.397151590409777,25.0
675,Western Pacific Region,Singapore,2012,19.0,30.397151590409777,25.0
676,Western Pacific Region,Singapore,2013,20.0,30.397151590409777,25.0
677,Western Pacific Region,Singapore,2014,18.0,30.0,24.0
678,Western Pacific Region,Singapore,2015,24.0,30.397151590409777,22.0
679,Western Pacific Region,Singapore,2016,15.0,30.397151590409777,26.0
680,Western Pacific Region,Singapore,2017,14.0,30.397151590409777,25.0
681,Western Pacific Region,Singapore,2018,15.0,29.0,26.0
682,Western Pacific Region,Singapore,2019,16.0,30.397151590409777,23.0
683,Western Pacific Region,Viet Nam,2011,45.93044323744384,65.0,41.23566770960867
684,Western Pacific Region,Viet Nam,2012,68.89566485616575,80.0,61.85350156441301
685,Western Pacific Region,Viet Nam,2013,114.8261080936096,141.7,103.08916927402167
686,Western Pacific Region,Viet Nam,2014,137.79132971233153,168.8,123.707003128826
687,Western Pacific Region,Viet Nam,2015,196.58610809360962,175.29715159040978,123.707003128826
688,Western Pacific Region,Viet Nam,2016,140.76,91.19145477122933,61.85350156441301
689,Western Pacific Region,Viet Nam,2017,81.91,60.794303180819554,41.23566770960867
690,Western Pacific Region,Viet Nam,2018,66.76,60.794303180819554,41.23566770960867
691,Western Pacific Region,Viet Nam,2019,78.71000000000001,60.794303180819554,41.23566770960867
